BOTTLE,20170821ESSSTAGVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Version: ODV WOCE WHP BOTTLE Implementation V0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Creator: gertvd@stanford.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#CreateTime: 2017-08-21T10:47:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Software: Ocean Data View 4.7.8 - 64 bit (Mac OS X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Source: /Users/gertvd/Documents/1Projects/SubIce/ODV/SUBICE_hi_no3.odv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SourceLastModified: 2016-12-16T13:29:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DataField: GeneralField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DataType: GeneralType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,BTLDPTH,BTLDPTH_FLAG_W,CHLORA,CHLORA_FLAG_W,CHLORA_STDEV,CHLORA_STDEV_FLAG_W,PPHYTIN,PPHYTIN_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NH4,NH4_FLAG_W,PHSPHT,PHSPHT_FLAG_W,SILCAT,SILCAT_FLAG_W,POC,POC_FLAG_W,PON,PON_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,FLUOR,FLUOR_FLAG_W,XMISS,XMISS_FLAG_W,SALT,SALT_FLAG_W
CC_32H12014051,      , 01001,  1,   -999,      1,2,20140518,138,70.69,-168.93,37,35.2,2,34.854,2,-999,9,-999,9,-999,9,13.95,2,0.12,2,1.83,2,1.91,2,50.8,2,-999,9,-999,9,-1.6873,2,32.3765,2,0.0854,2,80.0918,2,32.383,2
CC_32H12014051,      , 01001,  1,     46,      2,2,20140518,138,70.69,-168.93,37,35.2,2,34.854,2,0.92,6,0.13,2,0.14,6,-999,9,-999,9,-999,9,-999,9,-999,9,4.301,3,0.604,3,-1.6886,2,32.3769,2,0.0806,2,80.0313,2,-999,9
CC_32H12014051,      , 01001,  1,   -999,      3,2,20140518,138,70.69,-168.93,37,35.2,2,34.858,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.6901,2,32.3772,2,0.0797,2,79.8778,2,-999,9
CC_32H12014051,      , 01101,  1,   -999,     11,2,20140518,401,70.7,-168.58,39,3.1,2,3.039,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.6806,2,32.3258,2,0.0683,2,81.1179,2,-999,9
CC_32H12014051,      , 01101,  1,     47,      9,2,20140518,401,70.7,-168.58,39,3.1,2,3.041,2,0.65,6,0.06,2,0.12,6,13.53,2,0.13,2,1.88,2,1.9,2,52.9,2,-999,9,-999,9,-1.6852,2,32.326,2,0.0673,2,81.12,2,-999,9
CC_32H12014051,      , 01101,  1,   -999,     10,2,20140518,401,70.7,-168.58,39,3.1,2,3.05,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.6848,2,32.3261,2,0.0682,2,81.2015,2,-999,9
CC_32H12014051,      , 01101,  1,   -999,      8,2,20140518,401,70.7,-168.58,39,5.6,2,5.501,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.681,2,32.3258,2,0.0722,2,81.2312,2,-999,9
CC_32H12014051,      , 01101,  1,     48,      7,2,20140518,401,70.7,-168.58,39,5.6,2,5.503,2,0.61,6,0.03,2,0.12,6,13.61,2,0.13,2,1.89,2,1.91,2,52.5,2,-999,9,-999,9,-1.6821,2,32.3259,2,0.0712,2,81.1451,2,-999,9
CC_32H12014051,      , 01101,  1,     49,      5,2,20140518,401,70.7,-168.58,39,10.5,2,10.363,2,0.7,6,0.02,2,0.12,6,13.59,2,0.13,2,1.87,2,1.9,2,52.5,2,-999,9,-999,9,-1.6931,2,32.3257,2,0.0722,2,81.0966,2,32.333,2
CC_32H12014051,      , 01101,  1,   -999,      6,2,20140518,401,70.7,-168.58,39,10.5,2,10.37,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.6869,2,32.3259,2,0.0723,2,81.0778,2,-999,9
CC_32H12014051,      , 01101,  1,   -999,      4,2,20140518,401,70.7,-168.58,39,25.6,2,25.304,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7171,2,32.3317,2,0.076,2,80.429,2,-999,9
CC_32H12014051,      , 01101,  1,     50,      3,2,20140518,401,70.7,-168.58,39,25.6,2,25.309,2,0.56,6,0.03,2,0.16,6,13.66,2,0.14,2,1.92,2,1.93,2,52.7,2,-999,9,-999,9,-1.7156,2,32.331,2,0.079,2,80.0402,2,-999,9
CC_32H12014051,      , 01101,  1,     51,      1,2,20140518,401,70.7,-168.58,39,36.2,2,35.857,2,0.53,6,0.04,2,0.21,6,14.66,2,0.15,2,1.98,2,1.97,2,53.2,2,-999,9,-999,9,-1.7283,2,32.3949,2,0.0712,2,72.2356,2,32.381,2
CC_32H12014051,      , 01101,  1,   -999,      2,2,20140518,401,70.7,-168.58,39,36.2,2,35.862,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7289,2,32.3982,2,0.0723,2,72.0811,2,-999,9
CC_32H12014051,      , 01201,  1,   -999,     12,2,20140518,545,70.7,-168.22,48,2.7,2,2.714,2,-999,9,-999,9,-999,9,12.58,2,0.14,2,2.01,2,1.86,2,51.1,2,-999,9,-999,9,-1.7019,2,32.2646,2,0.0667,2,81.3773,2,-999,9
CC_32H12014051,      , 01201,  1,     52,     11,2,20140518,545,70.7,-168.22,48,2.7,2,2.717,2,0.37,6,0.03,2,0.15,6,-999,9,-999,9,-999,9,-999,9,-999,9,3.682,2,0.246,2,-1.7032,2,32.2654,2,0.0676,2,81.2907,2,-999,9
CC_32H12014051,      , 01201,  1,   -999,     10,2,20140518,545,70.7,-168.22,48,2.7,2,2.722,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7027,2,32.265,2,0.071,2,81.286,2,-999,9
CC_32H12014051,      , 01201,  1,   -999,      8,2,20140518,545,70.7,-168.22,48,5.7,2,5.6,2,-999,9,-999,9,-999,9,12.78,2,0.14,2,2,2,1.86,2,51.3,2,-999,9,-999,9,-1.6984,2,32.264,2,0.0724,2,81.3774,2,-999,9
CC_32H12014051,      , 01201,  1,     53,      9,2,20140518,545,70.7,-168.22,48,5.7,2,5.602,2,0.37,6,0.04,2,0.14,6,-999,9,-999,9,-999,9,-999,9,-999,9,2.925,2,0.338,2,-1.7015,2,32.2642,2,0.0701,2,81.2307,2,-999,9
CC_32H12014051,      , 01201,  1,     54,      7,2,20140518,545,70.7,-168.22,48,10.3,2,10.221,2,0.35,6,0.03,2,0.14,6,-999,9,-999,9,-999,9,-999,9,-999,9,7.158,2,0.491,2,-1.7104,2,32.2638,2,0.0674,2,81.4118,2,-999,9
CC_32H12014051,      , 01201,  1,   -999,      6,2,20140518,545,70.7,-168.22,48,10.4,2,10.247,2,-999,9,-999,9,-999,9,12.66,2,0.14,2,2,2,1.87,2,50.6,2,-999,9,-999,9,-1.7061,2,32.2637,2,0.0686,2,81.4666,2,32.273,2
CC_32H12014051,      , 01201,  1,     55,      4,2,20140518,545,70.7,-168.22,48,25.7,2,25.424,2,0.32,6,0.01,2,0.2,6,13.09,2,0.15,2,2.01,2,1.93,2,50.9,2,4.195,2,0.55,2,-1.7347,2,32.2704,2,0.0714,2,80.8732,2,-999,9
CC_32H12014051,      , 01201,  1,   -999,      5,2,20140518,545,70.7,-168.22,48,25.7,2,25.43,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7345,2,32.2683,2,0.0706,2,81.059,2,-999,9
CC_32H12014051,      , 01201,  1,     56,      2,2,20140518,545,70.7,-168.22,48,44,2,43.521,2,0.27,6,0.01,2,0.48,6,-999,9,-999,9,-999,9,-999,9,-999,9,10.827,2,1.152,2,-1.7516,2,32.6261,2,0.071,2,49.8709,2,-999,9
CC_32H12014051,      , 01201,  1,   -999,      3,2,20140518,545,70.7,-168.22,48,44,2,43.524,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7519,2,32.6261,2,0.0716,2,51.2885,2,-999,9
CC_32H12014051,      , 01201,  1,   -999,      1,2,20140518,545,70.7,-168.22,48,44,2,43.527,2,-999,9,-999,9,-999,9,14.19,2,0.19,2,2.02,2,2.13,2,53.3,2,-999,9,-999,9,-1.7515,2,32.626,2,0.073,2,49.6799,2,32.628,2
CC_32H12014051,      , 01301,  1,   -999,     11,2,20140518,747,70.71,-167.89,50,2.9,2,2.855,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.6812,2,32.3137,2,0.0738,2,83.5471,2,-999,9
CC_32H12014051,      , 01301,  1,   -999,     10,2,20140518,747,70.71,-167.89,50,2.9,2,2.862,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.6807,2,32.3136,2,0.0685,2,83.4443,2,-999,9
CC_32H12014051,      , 01301,  1,     57,      9,2,20140518,747,70.71,-167.89,50,2.9,2,2.868,2,0.47,6,0.05,2,0.1,6,12.96,2,0.13,2,1.86,2,1.83,2,49.9,2,-999,9,-999,9,-1.6835,2,32.3138,2,0.0694,2,83.5967,2,-999,9
CC_32H12014051,      , 01301,  1,   -999,      8,2,20140518,747,70.71,-167.89,50,5.6,2,5.53,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.6821,2,32.3134,2,0.0728,2,83.533,2,-999,9
CC_32H12014051,      , 01301,  1,     58,      7,2,20140518,747,70.71,-167.89,50,5.6,2,5.536,2,0.55,6,0.04,2,0.1,6,12.95,2,0.13,2,1.84,2,1.85,2,49.5,2,-999,9,-999,9,-1.683,2,32.3132,2,0.0685,2,83.6713,2,-999,9
CC_32H12014051,      , 01301,  1,   -999,      6,2,20140518,747,70.71,-167.89,50,10.4,2,10.327,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7027,2,32.3143,2,0.0689,2,83.6045,2,-999,9
CC_32H12014051,      , 01301,  1,     59,      5,2,20140518,747,70.71,-167.89,50,10.4,2,10.331,2,0.55,6,0.06,2,0.1,6,12.98,2,0.13,2,1.86,2,1.84,2,49.1,2,-999,9,-999,9,-1.7004,2,32.3144,2,0.0719,2,83.5544,2,32.326,2
CC_32H12014051,      , 01301,  1,     60,      3,2,20140518,747,70.71,-167.89,50,25.8,2,25.543,2,0.34,6,0.01,2,0.12,6,13.12,2,0.13,2,1.88,2,1.86,2,49.5,2,-999,9,-999,9,-1.7322,2,32.3332,2,0.0753,2,83.4604,2,-999,9
CC_32H12014051,      , 01301,  1,   -999,      4,2,20140518,747,70.71,-167.89,50,25.8,2,25.552,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7287,2,32.3287,2,0.0721,2,83.4902,2,-999,9
CC_32H12014051,      , 01301,  1,   -999,      2,2,20140518,747,70.71,-167.89,50,46.9,2,46.462,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7757,2,32.9986,2,0.0707,2,55.0997,2,-999,9
CC_32H12014051,      , 01301,  1,     61,      1,2,20140518,747,70.71,-167.89,50,46.9,2,46.464,2,0.23,6,0.04,2,0.43,6,15.81,2,0.15,2,1.9,2,2.13,2,53.5,2,-999,9,-999,9,-1.7754,2,32.9982,2,0.0706,2,53.4285,2,32.939,2
CC_32H12014051,      , 01401,  1,   -999,     10,2,20140518,934,70.7,-167.58,55,2.7,2,2.673,2,-999,9,-999,9,-999,9,13.79,2,0.12,2,1.87,2,1.88,2,50.2,2,-999,9,-999,9,-1.7336,2,32.536,2,0.076,2,84.3853,2,-999,9
CC_32H12014051,      , 01401,  1,     62,     11,2,20140518,934,70.7,-167.58,55,2.7,2,2.673,2,0.47,6,0.07,2,0.12,6,-999,9,-999,9,-999,9,-999,9,-999,9,6.693,2,0.558,2,-1.7341,2,32.5362,2,0.0773,2,84.2428,2,-999,9
CC_32H12014051,      , 01401,  1,   -999,     12,2,20140518,934,70.7,-167.58,55,2.7,2,2.676,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7329,2,32.5361,2,0.0732,2,84.3837,2,-999,9
CC_32H12014051,      , 01401,  1,     63,      9,2,20140518,934,70.7,-167.58,55,5.6,2,5.54,2,0.5,6,0.09,2,0.1,6,-999,9,-999,9,-999,9,-999,9,-999,9,3.452,2,0.727,2,-1.7357,2,32.5365,2,0.0763,2,84.2266,2,-999,9
CC_32H12014051,      , 01401,  1,   -999,      8,2,20140518,934,70.7,-167.58,55,5.6,2,5.545,2,-999,9,-999,9,-999,9,13.75,2,0.11,2,1.87,2,1.88,2,49.5,2,-999,9,-999,9,-1.7342,2,32.5362,2,0.0749,2,84.3723,2,-999,9
CC_32H12014051,      , 01401,  1,   -999,      6,2,20140518,934,70.7,-167.58,55,10.5,2,10.379,2,-999,9,-999,9,-999,9,13.74,2,0.11,2,1.87,2,1.89,2,50.2,2,-999,9,-999,9,-1.7418,2,32.5372,2,0.0745,2,84.4156,2,32.545,2
CC_32H12014051,      , 01401,  1,     64,      7,2,20140518,934,70.7,-167.58,55,10.5,2,10.384,2,0.44,6,0.02,2,0.11,6,-999,9,-999,9,-999,9,-999,9,-999,9,3.351,2,0.488,2,-1.7426,2,32.5371,2,0.0734,2,84.4292,2,-999,9
CC_32H12014051,      , 01401,  1,   -999,      5,2,20140518,934,70.7,-167.58,55,25.9,2,25.646,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7375,2,32.5411,2,0.0719,2,84.4156,2,-999,9
CC_32H12014051,      , 01401,  1,     65,      4,2,20140518,934,70.7,-167.58,55,25.9,2,25.647,2,0.41,6,0.02,2,0.14,6,14.81,2,0.12,2,1.86,2,1.98,2,50.7,2,3.271,2,0.444,2,-1.7375,2,32.5412,2,0.0759,2,84.2042,2,-999,9
CC_32H12014051,      , 01401,  1,   -999,      1,2,20140518,934,70.7,-167.58,55,51.4,2,50.854,2,-999,9,-999,9,-999,9,16.82,2,0.14,2,1.82,2,2.18,2,54.3,2,-999,9,-999,9,-1.7666,2,33.0027,2,0.0682,2,60.2147,2,33.008,2
CC_32H12014051,      , 01401,  1,     66,      2,2,20140518,934,70.7,-167.58,55,51.4,2,50.855,2,0.21,6,0.04,2,0.38,6,-999,9,-999,9,-999,9,-999,9,-999,9,8.32,2,0.733,2,-1.7668,2,33.0027,2,0.0689,2,60.3087,2,-999,9
CC_32H12014051,      , 01401,  1,   -999,      3,2,20140518,934,70.7,-167.58,55,51.4,2,50.856,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7668,2,33.0028,2,0.0681,2,60.5676,2,-999,9
CC_32H12014051,      , 01501,  1,     67,      9,2,20140518,1200,70.69,-167.26,55,2.6,2,2.532,2,0.7,6,0.08,2,0.17,6,14.8,2,0.11,2,1.74,2,1.91,2,50.3,2,-999,9,-999,9,-1.745,2,32.7235,2,0.0794,2,80.0631,2,-999,9
CC_32H12014051,      , 01501,  1,   -999,     11,2,20140518,1200,70.69,-167.26,55,2.6,2,2.531,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7422,2,32.7217,2,0.0759,2,81.084,2,-999,9
CC_32H12014051,      , 01501,  1,   -999,     10,2,20140518,1200,70.69,-167.26,55,2.6,2,2.533,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7437,2,32.7225,2,0.0846,2,81.1414,2,-999,9
CC_32H12014051,      , 01501,  1,   -999,      8,2,20140518,1200,70.69,-167.26,55,5.5,2,5.421,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7464,2,32.7237,2,0.0787,2,81.7735,2,-999,9
CC_32H12014051,      , 01501,  1,     68,      7,2,20140518,1200,70.69,-167.26,55,5.5,2,5.421,2,0.65,6,0.04,2,0.15,6,14.83,2,0.11,2,1.75,2,1.9,2,50.4,2,-999,9,-999,9,-1.7508,2,32.7264,2,0.075,2,81.6425,2,-999,9
CC_32H12014051,      , 01501,  1,     69,      5,2,20140518,1200,70.69,-167.26,55,10.5,2,10.379,2,0.51,6,0.01,2,0.16,6,14.91,2,0.11,2,1.72,2,1.92,2,50.6,2,-999,9,-999,9,-1.7658,2,32.7249,2,0.0744,2,82.4463,2,-999,9
CC_32H12014051,      , 01501,  1,   -999,      6,2,20140518,1200,70.69,-167.26,55,10.5,2,10.381,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7657,2,32.7252,2,0.0752,2,82.7302,2,-999,9
CC_32H12014051,      , 01501,  1,   -999,      4,2,20140518,1200,70.69,-167.26,55,25.9,2,25.662,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7678,2,32.974,2,0.0681,2,72.9214,2,-999,9
CC_32H12014051,      , 01501,  1,     70,      3,2,20140518,1200,70.69,-167.26,55,25.9,2,25.665,2,0.21,6,0.02,2,0.27,6,16.92,2,0.12,2,1.68,2,2.08,2,53,2,-999,9,-999,9,-1.7678,2,32.9738,2,0.0696,2,73.2513,2,32.981,2
CC_32H12014051,      , 01501,  1,   -999,      2,2,20140518,1200,70.69,-167.26,55,52,2,51.505,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.768,2,32.9738,2,0.0666,2,70.7475,2,-999,9
CC_32H12014051,      , 01501,  1,     71,      1,2,20140518,1200,70.69,-167.26,55,52.1,2,51.518,2,0.19,6,0.02,2,0.26,6,17.02,2,0.12,2,1.68,2,2.08,2,53.3,2,-999,9,-999,9,-1.7676,2,32.9734,2,0.067,2,70.8832,2,32.98,2
CC_32H12014051,      , 01601,  1,   -999,     10,2,20140518,1357,70.71,-166.89,50,2.7,2,2.706,2,-999,9,-999,9,-999,9,16.55,2,0.22,2,1.6,2,2,2,50.6,2,-999,9,-999,9,-1.7773,2,32.9327,2,0.0733,2,74.0597,2,-999,9
CC_32H12014051,      , 01601,  1,   -999,     12,2,20140518,1357,70.71,-166.89,50,2.7,2,2.705,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7782,2,32.9328,2,0.0688,2,73.8217,2,-999,9
CC_32H12014051,      , 01601,  1,     72,     11,2,20140518,1357,70.71,-166.89,50,2.7,2,2.705,2,0.3,6,0.03,2,0.24,6,16.48,2,0.23,2,1.7,2,2.01,2,50.9,2,5.521,2,0.567,2,-1.7771,2,32.9328,2,0.0711,2,73.9047,2,-999,9
CC_32H12014051,      , 01601,  1,     73,      8,2,20140518,1357,70.71,-166.89,50,4.9,2,4.849,2,0.34,6,0.03,2,0.24,6,16.57,2,0.22,2,1.64,2,2.01,2,50.7,2,4.779,2,0.646,2,-1.7753,2,32.9329,2,0.0729,2,74.0002,2,-999,9
CC_32H12014051,      , 01601,  1,   -999,      9,2,20140518,1357,70.71,-166.89,50,4.9,2,4.849,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7751,2,32.9328,2,0.0774,2,73.8353,2,-999,9
CC_32H12014051,      , 01601,  1,   -999,      7,2,20140518,1357,70.71,-166.89,50,10.2,2,10.092,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7748,2,32.9329,2,0.0708,2,73.6991,2,-999,9
CC_32H12014051,      , 01601,  1,     74,      6,2,20140518,1357,70.71,-166.89,50,10.2,2,10.092,2,0.32,6,0.02,2,0.24,6,16.48,2,0.22,2,1.67,2,2.02,2,50.4,2,4.599,2,0.717,2,-1.7743,2,32.933,2,0.0738,2,73.7805,2,-999,9
CC_32H12014051,      , 01601,  1,   -999,      5,2,20140518,1357,70.71,-166.89,50,25.7,2,25.396,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7734,2,32.9321,2,0.076,2,73.7153,2,-999,9
CC_32H12014051,      , 01601,  1,     75,      4,2,20140518,1357,70.71,-166.89,50,25.7,2,25.399,2,0.31,6,0.02,2,0.23,6,16.55,2,0.22,2,1.71,2,2.04,2,50.6,2,5.726,2,0.745,2,-1.7733,2,32.9319,2,0.0703,2,73.5373,2,32.94,2
CC_32H12014051,      , 01601,  1,   -999,      3,2,20140518,1357,70.71,-166.89,50,46.9,2,46.444,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7689,2,32.9331,2,0.0723,2,72.6704,2,-999,9
CC_32H12014051,      , 01601,  1,   -999,      2,2,20140518,1357,70.71,-166.89,50,46.9,2,46.447,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.769,2,32.933,2,0.0727,2,71.1077,2,-999,9
CC_32H12014051,      , 01601,  1,     76,      1,2,20140518,1357,70.71,-166.89,50,46.9,2,46.45,2,0.33,6,0.03,2,0.26,6,16.62,2,0.22,2,1.74,2,2.05,2,51.5,2,5.654,2,0.624,2,-1.7686,2,32.9331,2,0.0705,2,72.4877,2,32.94,2
CC_32H12014051,      , 01801,  1,   -999,     12,2,20140518,1755,70.69,-166.37,42,2.4,2,2.394,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7349,2,32.7528,2,0.0662,2,77.1215,2,-999,9
